Entry,Majority protein IDs,Fasta headers,Unique peptides R1,Unique peptides R2,Unique peptides R3,Ratio H/L normalized R1,Ratio H/L normalized R2,Ratio H/L normalized R3,Log2FC,Pvalue,FDR
Q13085,sp|Q13085|ACACA_HUMAN,sp|Q13085|ACACA_HUMAN;Acetyl-CoA carboxylase 1 OS=Homo sapiens OX=9606 GN=ACACA PE=1 SV=2,0,3,2,,0.46295,1.386,,,
Q13098,sp|Q13098|CSN1_HUMAN,sp|Q13098|CSN1_HUMAN;COP9 signalosome complex subunit 1 OS=Homo sapiens OX=9606 GN=GPS1 PE=1 SV=4,0,0,0,,,,,,
Q13111,sp|Q13111|CAF1A_HUMAN,sp|Q13111|CAF1A_HUMAN;Chromatin assembly factor 1 subunit A OS=Homo sapiens OX=9606 GN=CHAF1A PE=1 SV=3,2,0,1,,,,,,
Q13118,sp|Q13118|KLF10_HUMAN,sp|Q13118|KLF10_HUMAN;Krueppel-like factor 10 OS=Homo sapiens OX=9606 GN=KLF10 PE=1 SV=1,2,2,3,2.1288,,1.3044,,,
Q13123,sp|Q13123|RED_HUMAN,sp|Q13123|RED_HUMAN;Protein Red OS=Homo sapiens OX=9606 GN=IK PE=1 SV=3,25,23,21,2.0436,1.7455,1.7727,0.8905893661863874,0.0008533155029433224,0.00324862203163852
Q13144,sp|Q13144|EI2BE_HUMAN,sp|Q13144|EI2BE_HUMAN;Translation initiation factor eIF2B subunit epsilon OS=Homo sapiens OX=9606 GN=EIF2B5 PE=1 SV=3,0,0,0,,,,,,
Q13148,sp|Q13148|TADBP_HUMAN,sp|Q13148|TADBP_HUMAN;TAR DNA-binding protein 43 OS=Homo sapiens OX=9606 GN=TARDBP PE=1 SV=1,15,12,13,2.4974,2.3755,2.1963,1.236584458113175,0.00010082427960242511,0.001115368593101828
Q13151,sp|Q13151|ROA0_HUMAN,sp|Q13151|ROA0_HUMAN;Heterogeneous nuclear ribonucleoprotein A0 OS=Homo sapiens OX=9606 GN=HNRNPA0 PE=1 SV=1,11,10,9,3.0708,2.0194,2.1747,1.2759804388441862,0.012265635760475504,0.018796688568001423
Q13155,sp|Q13155|AIMP2_HUMAN,sp|Q13155|AIMP2_HUMAN;Aminoacyl tRNA synthase complex-interacting multifunctional protein 2 OS=Homo sapiens OX=9606 GN=AIMP2 PE=1 SV=2,3,3,3,0.4355,0.47304,0.60298,-0.988962432301402,0.0006129171284072786,0.002794061894245885
Q13177,sp|Q13177|PAK2_HUMAN,sp|Q13177|PAK2_HUMAN;Serine/threonine-protein kinase PAK 2 OS=Homo sapiens OX=9606 GN=PAK2 PE=1 SV=3,2,3,5,,,2.0815,,,
Q13185,sp|Q13185|CBX3_HUMAN,sp|Q13185|CBX3_HUMAN;Chromobox protein homolog 3 OS=Homo sapiens OX=9606 GN=CBX3 PE=1 SV=4,3,2,1,2.0624,0.87536,1.2754,0.48994020436093266,0.31066126057902455,
Q13200,sp|Q13200|PSMD2_HUMAN,sp|Q13200|PSMD2_HUMAN;26S proteasome non-ATPase regulatory subunit 2 OS=Homo sapiens OX=9606 GN=PSMD2 PE=1 SV=3,0,0,0,,,,,,
Q13206,sp|Q13206|DDX10_HUMAN,sp|Q13206|DDX10_HUMAN;Probable ATP-dependent RNA helicase DDX10 OS=Homo sapiens OX=9606 GN=DDX10 PE=1 SV=2,21,22,21,0.73037,0.90651,0.71182,-0.3531000513780519,0.024906311820284126,0.034107676535321395
Q13242,sp|Q13242|SRSF9_HUMAN,sp|Q13242|SRSF9_HUMAN;Serine/arginine-rich splicing factor 9 OS=Homo sapiens OX=9606 GN=SRSF9 PE=1 SV=1,1,0,1,,,,,,
Q13263,sp|Q13263|TIF1B_HUMAN,sp|Q13263|TIF1B_HUMAN;Transcription intermediary factor 1-beta OS=Homo sapiens OX=9606 GN=TRIM28 PE=1 SV=5,10,10,8,0.44786,0.57602,0.59311,-0.8916517439844234,0.0005495634359017305,0.00272091547285612
Q13315,sp|Q13315|ATM_HUMAN,sp|Q13315|ATM_HUMAN;Serine-protein kinase ATM OS=Homo sapiens OX=9606 GN=ATM PE=1 SV=4,0,1,0,,,,,,
Q13330,sp|Q13330|MTA1_HUMAN,sp|Q13330|MTA1_HUMAN;Metastasis-associated protein MTA1 OS=Homo sapiens OX=9606 GN=MTA1 PE=1 SV=2,0,1,0,,,,,,
Q13352,sp|Q13352|CENPR_HUMAN,sp|Q13352|CENPR_HUMAN;Centromere protein R OS=Homo sapiens OX=9606 GN=ITGB3BP PE=1 SV=2,0,0,0,,,,,,
Q13356,sp|Q13356|PPIL2_HUMAN,sp|Q13356|PPIL2_HUMAN;RING-type E3 ubiquitin-protein ligase PPIL2 OS=Homo sapiens OX=9606 GN=PPIL2 PE=1 SV=1,5,6,3,4.4417,3.4025,3.171,1.8764612840655288,0.002393373046559157,0.005882208877918319
Q13362,sp|Q13362|2A5G_HUMAN;sp|Q14738|2A5D_HUMAN,sp|Q13362|2A5G_HUMAN;Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit gamma isoform OS=Homo sapiens OX=9606 GN=PPP2R5C PE=1 SV=3;sp|Q14738|2A5D_HUMAN;Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit delta isoform OS=Homo s,1,1,0,,,,,,
Q14738,sp|Q13362|2A5G_HUMAN;sp|Q14738|2A5D_HUMAN,sp|Q13362|2A5G_HUMAN;Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit gamma isoform OS=Homo sapiens OX=9606 GN=PPP2R5C PE=1 SV=3;sp|Q14738|2A5D_HUMAN;Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit delta isoform OS=Homo s,1,1,0,,,,,,
Q13395,sp|Q13395|TARB1_HUMAN,sp|Q13395|TARB1_HUMAN;Probable methyltransferase TARBP1 OS=Homo sapiens OX=9606 GN=TARBP1 PE=1 SV=1,0,0,1,,,,,,
Q13415,sp|Q13415|ORC1_HUMAN,sp|Q13415|ORC1_HUMAN;Origin recognition complex subunit 1 OS=Homo sapiens OX=9606 GN=ORC1 PE=1 SV=2,0,0,1,,,,,,
Q13416,sp|Q13416|ORC2_HUMAN,sp|Q13416|ORC2_HUMAN;Origin recognition complex subunit 2 OS=Homo sapiens OX=9606 GN=ORC2 PE=1 SV=2,0,2,1,,1.2851,,,,
Q13418,sp|Q13418|ILK_HUMAN,sp|Q13418|ILK_HUMAN;Integrin-linked protein kinase OS=Homo sapiens OX=9606 GN=ILK PE=1 SV=2,1,0,0,,,,,,
Q13427,sp|Q13427|PPIG_HUMAN,sp|Q13427|PPIG_HUMAN;Peptidyl-prolyl cis-trans isomerase G OS=Homo sapiens OX=9606 GN=PPIG PE=1 SV=2,3,2,3,1.307,1.4717,0.85799,0.2776634515986769,0.31156669625163086,0.3367774365590147
Q13428,sp|Q13428|TCOF_HUMAN,sp|Q13428|TCOF_HUMAN;Treacle protein OS=Homo sapiens OX=9606 GN=TCOF1 PE=1 SV=3,48,44,42,2.0812,2.0096,1.3031,0.8463662743114962,0.03247184093889224,0.042653178821402044
Q13435,sp|Q13435|SF3B2_HUMAN,sp|Q13435|SF3B2_HUMAN;Splicing factor 3B subunit 2 OS=Homo sapiens OX=9606 GN=SF3B2 PE=1 SV=2,21,19,20,1.6941,1.5127,2.1902,0.8471951865893953,0.016875874361181275,0.0243839164239109
Q13442,sp|Q13442|HAP28_HUMAN,sp|Q13442|HAP28_HUMAN;28 kDa heat- and acid-stable phosphoprotein OS=Homo sapiens OX=9606 GN=PDAP1 PE=1 SV=1,2,2,2,3.1737,2.0034,1.2362,1.0961043941185449,0.11353381686168854,0.13155800709995988
Q13495,sp|Q13495|MAMD1_HUMAN,sp|Q13495|MAMD1_HUMAN;Mastermind-like domain-containing protein 1 OS=Homo sapiens OX=9606 GN=MAMLD1 PE=1 SV=2,0,0,0,,,,,,
Q13506,sp|Q13506|NAB1_HUMAN,sp|Q13506|NAB1_HUMAN;NGFI-A-binding protein 1 OS=Homo sapiens OX=9606 GN=NAB1 PE=1 SV=2,1,2,2,,2.7901,5.1625,,,
Q13523,sp|Q13523|PRP4B_HUMAN,sp|Q13523|PRP4B_HUMAN;Serine/threonine-protein kinase PRP4 homolog OS=Homo sapiens OX=9606 GN=PRPF4B PE=1 SV=3,10,7,10,1.3851,1.3298,0.93977,0.28477864256813157,0.19441722020448282,0.2184879236583712
Q13535,sp|Q13535|ATR_HUMAN,sp|Q13535|ATR_HUMAN;Serine/threonine-protein kinase ATR OS=Homo sapiens OX=9606 GN=ATR PE=1 SV=3,0,1,0,,,,,,
Q13547,sp|Q13547|HDAC1_HUMAN,sp|Q13547|HDAC1_HUMAN;Histone deacetylase 1 OS=Homo sapiens OX=9606 GN=HDAC1 PE=1 SV=1,1,2,1,0.52827,0.38233,,,,
Q13573,sp|Q13573|SNW1_HUMAN,sp|Q13573|SNW1_HUMAN;SNW domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SNW1 PE=1 SV=1,20,23,21,2.3911,2.5112,2.2095,1.2452522521493774,9.786663538655767e-05,0.0010998345691060768
Q13601,sp|Q13601|KRR1_HUMAN,sp|Q13601|KRR1_HUMAN;KRR1 small subunit processome component homolog OS=Homo sapiens OX=9606 GN=KRR1 PE=1 SV=4,9,8,5,2.4492,1.6824,2.1027,1.055265079666978,0.008261767701787643,0.014047493611751291
Q13616,sp|Q13616|CUL1_HUMAN,sp|Q13616|CUL1_HUMAN;Cullin-1 OS=Homo sapiens OX=9606 GN=CUL1 PE=1 SV=2,1,2,0,,,,,,
Q13618,sp|Q13618|CUL3_HUMAN,sp|Q13618|CUL3_HUMAN;Cullin-3 OS=Homo sapiens OX=9606 GN=CUL3 PE=1 SV=2,0,0,0,,,,,,
Q13620,sp|Q13620|CUL4B_HUMAN,sp|Q13620|CUL4B_HUMAN;Cullin-4B OS=Homo sapiens OX=9606 GN=CUL4B PE=1 SV=4,3,3,3,1.2227,0.62193,1.0336,-0.05978061795456719,0.830195871212333,0.8431396258992657
Q13642,sp|Q13642|FHL1_HUMAN,sp|Q13642|FHL1_HUMAN;Four and a half LIM domains protein 1 OS=Homo sapiens OX=9606 GN=FHL1 PE=1 SV=4,8,8,8,3.5281,2.8163,4.084,1.7974834203714138,0.0025124471924396494,0.006071032806304682
Q13769,sp|Q13769|THOC5_HUMAN,sp|Q13769|THOC5_HUMAN;THO complex subunit 5 homolog OS=Homo sapiens OX=9606 GN=THOC5 PE=1 SV=2,0,0,0,,,,,,
Q13823,sp|Q13823|NOG2_HUMAN,sp|Q13823|NOG2_HUMAN;Nucleolar GTP-binding protein 2 OS=Homo sapiens OX=9606 GN=GNL2 PE=1 SV=1,21,26,30,0.92903,1.2196,0.98281,0.06186373570780163,0.6492210472468158,0.6759536786040377
Q13838,sp|Q13838|DX39B_HUMAN,sp|Q13838|DX39B_HUMAN;Spliceosome RNA helicase DDX39B OS=Homo sapiens OX=9606 GN=DDX39B PE=1 SV=1,1,1,1,,,,,,
Q9BVA1,sp|Q9BVA1|TBB2B_HUMAN;sp|Q13885|TBB2A_HUMAN,sp|Q9BVA1|TBB2B_HUMAN;Tubulin beta-2B chain OS=Homo sapiens OX=9606 GN=TUBB2B PE=1 SV=1;sp|Q13885|TBB2A_HUMAN;Tubulin beta-2A chain OS=Homo sapiens OX=9606 GN=TUBB2A PE=1 SV=1,0,1,1,,,,,,
Q13885,sp|Q9BVA1|TBB2B_HUMAN;sp|Q13885|TBB2A_HUMAN,sp|Q9BVA1|TBB2B_HUMAN;Tubulin beta-2B chain OS=Homo sapiens OX=9606 GN=TUBB2B PE=1 SV=1;sp|Q13885|TBB2A_HUMAN;Tubulin beta-2A chain OS=Homo sapiens OX=9606 GN=TUBB2A PE=1 SV=1,0,1,1,,,,,,
Q13895,sp|Q13895|BYST_HUMAN,sp|Q13895|BYST_HUMAN;Bystin OS=Homo sapiens OX=9606 GN=BYSL PE=1 SV=3,18,18,18,2.4278,2.5502,1.9123,1.1996042977512267,0.002677991395797651,0.006310676895044793
Q13901,sp|Q13901|C1D_HUMAN,sp|Q13901|C1D_HUMAN;Nuclear nucleic acid-binding protein C1D OS=Homo sapiens OX=9606 GN=C1D PE=1 SV=1,2,1,1,,,,,,
Q14004,sp|Q14004|CDK13_HUMAN,sp|Q14004|CDK13_HUMAN;Cyclin-dependent kinase 13 OS=Homo sapiens OX=9606 GN=CDK13 PE=1 SV=2,1,1,1,,,,,,
Q14008,sp|Q14008|CKAP5_HUMAN,sp|Q14008|CKAP5_HUMAN;Cytoskeleton-associated protein 5 OS=Homo sapiens OX=9606 GN=CKAP5 PE=1 SV=3,0,1,1,,,,,,
Q14103,sp|Q14103|HNRPD_HUMAN,sp|Q14103|HNRPD_HUMAN;Heterogeneous nuclear ribonucleoprotein D0 OS=Homo sapiens OX=9606 GN=HNRNPD PE=1 SV=1,4,6,4,1.8032,1.5231,1.4305,0.665028867637039,0.006397199986313633,0.01155412650589299
Q14119,sp|Q14119|VEZF1_HUMAN,sp|Q14119|VEZF1_HUMAN;Vascular endothelial zinc finger 1 OS=Homo sapiens OX=9606 GN=VEZF1 PE=1 SV=2,1,1,2,,,,,,
Q14129,sp|Q14129|DGCR6_HUMAN;sp|Q9BY27|DGC6L_HUMAN,sp|Q14129|DGCR6_HUMAN;Protein DGCR6 OS=Homo sapiens OX=9606 GN=DGCR6 PE=1 SV=3;sp|Q9BY27|DGC6L_HUMAN;Protein DGCR6L OS=Homo sapiens OX=9606 GN=DGCR6L PE=1 SV=2,0,1,1,,,,,,
Q9BY27,sp|Q14129|DGCR6_HUMAN;sp|Q9BY27|DGC6L_HUMAN,sp|Q14129|DGCR6_HUMAN;Protein DGCR6 OS=Homo sapiens OX=9606 GN=DGCR6 PE=1 SV=3;sp|Q9BY27|DGC6L_HUMAN;Protein DGCR6L OS=Homo sapiens OX=9606 GN=DGCR6L PE=1 SV=2,0,1,1,,,,,,
Q14137,sp|Q14137|BOP1_HUMAN,sp|Q14137|BOP1_HUMAN;Ribosome biogenesis protein BOP1 OS=Homo sapiens OX=9606 GN=BOP1 PE=1 SV=2,7,7,4,0.53056,0.53423,0.45221,-0.9837414151362099,5.0453611913151435e-05,0.0007004148477355141
Q14146,sp|Q14146|URB2_HUMAN,sp|Q14146|URB2_HUMAN;Unhealthy ribosome biogenesis protein 2 homolog OS=Homo sapiens OX=9606 GN=URB2 PE=1 SV=2,9,7,9,0.58313,0.77632,0.52163,-0.6734012945240591,0.008273735644209447,0.014047493611751291
Q14151,sp|Q14151|SAFB2_HUMAN,sp|Q14151|SAFB2_HUMAN;Scaffold attachment factor B2 OS=Homo sapiens OX=9606 GN=SAFB2 PE=1 SV=1,4,5,5,0.80705,1.0536,0.64842,-0.2578097799764145,0.23738253098634374,0.2597632642014395
Q14152,sp|Q14152|EIF3A_HUMAN,sp|Q14152|EIF3A_HUMAN;Eukaryotic translation initiation factor 3 subunit A OS=Homo sapiens OX=9606 GN=EIF3A PE=1 SV=1,2,4,4,0.53734,0.55452,0.41339,-0.9949593832994699,0.0003609403635859444,0.002165642181515667
Q14157,sp|Q14157|UBP2L_HUMAN,sp|Q14157|UBP2L_HUMAN;Ubiquitin-associated protein 2-like OS=Homo sapiens OX=9606 GN=UBAP2L PE=1 SV=2,2,1,1,,,,,,
Q14191,sp|Q14191|WRN_HUMAN,sp|Q14191|WRN_HUMAN;Bifunctional 3-5 exonuclease/ATP-dependent helicase WRN OS=Homo sapiens OX=9606 GN=WRN PE=1 SV=2,0,0,0,,,,,,
Q14204,sp|Q14204|DYHC1_HUMAN,sp|Q14204|DYHC1_HUMAN;Cytoplasmic dynein 1 heavy chain 1 OS=Homo sapiens OX=9606 GN=DYNC1H1 PE=1 SV=5,20,26,19,0.54691,0.58147,0.66459,-0.7426111515072348,0.0003240860521391775,0.0021050727056379603
Q14232,sp|Q14232|EI2BA_HUMAN,sp|Q14232|EI2BA_HUMAN;Translation initiation factor eIF2B subunit alpha OS=Homo sapiens OX=9606 GN=EIF2B1 PE=1 SV=1,2,1,2,,,0.92081,,,
Q14241,sp|Q14241|ELOA1_HUMAN,sp|Q14241|ELOA1_HUMAN;Elongin-A OS=Homo sapiens OX=9606 GN=ELOA PE=1 SV=3,18,14,14,2.4581,2.0764,2.112,1.1476323268238584,0.0005653144636823778,0.0027413879471720787
Q14247,sp|Q14247|SRC8_HUMAN,sp|Q14247|SRC8_HUMAN;Src substrate cortactin OS=Homo sapiens OX=9606 GN=CTTN PE=1 SV=2,0,0,0,,,,,,
Q14258,sp|Q14258|TRI25_HUMAN,sp|Q14258|TRI25_HUMAN;E3 ubiquitin/ISG15 ligase TRIM25 OS=Homo sapiens OX=9606 GN=TRIM25 PE=1 SV=2,1,1,0,,,,,,
Q14320,sp|Q14320|FA50A_HUMAN,sp|Q14320|FA50A_HUMAN;Protein FAM50A OS=Homo sapiens OX=9606 GN=FAM50A PE=1 SV=2,13,12,12,3.0236,2.9612,3.2898,1.6283225610165495,3.1819780040717174e-05,0.00048974791888756
Q14331,sp|Q14331|FRG1_HUMAN,sp|Q14331|FRG1_HUMAN;Protein FRG1 OS=Homo sapiens OX=9606 GN=FRG1 PE=1 SV=1,3,2,2,1.773,3.1626,,,,
Q14498,sp|Q14498|RBM39_HUMAN,sp|Q14498|RBM39_HUMAN;RNA-binding protein 39 OS=Homo sapiens OX=9606 GN=RBM39 PE=1 SV=2,5,4,5,2.4708,1.8069,2.2253,1.116142923057014,0.0038239518320919634,0.007870226445119506
Q14527,sp|Q14527|HLTF_HUMAN,sp|Q14527|HLTF_HUMAN;Helicase-like transcription factor OS=Homo sapiens OX=9606 GN=HLTF PE=1 SV=2,5,4,2,0.80206,1.0596,0.32998,-0.45295166084808336,0.27575697353228457,0.29944162156573234
Q14562,sp|Q14562|DHX8_HUMAN,sp|Q14562|DHX8_HUMAN;ATP-dependent RNA helicase DHX8 OS=Homo sapiens OX=9606 GN=DHX8 PE=1 SV=1,3,3,1,3.2076,2.5941,,,,
Q14566,sp|Q14566|MCM6_HUMAN,sp|Q14566|MCM6_HUMAN;DNA replication licensing factor MCM6 OS=Homo sapiens OX=9606 GN=MCM6 PE=1 SV=1,8,9,5,0.7801,0.63329,0.45032,-0.6867851118185603,0.016529184378359662,0.023931825234925645
Q14571,sp|Q14571|ITPR2_HUMAN,"sp|Q14571|ITPR2_HUMAN;Inositol 1,4,5-trisphosphate receptor type 2 OS=Homo sapiens OX=9606 GN=ITPR2 PE=1 SV=2",1,1,0,,,,,,
Q14592,sp|Q14592|ZN460_HUMAN,sp|Q14592|ZN460_HUMAN;Zinc finger protein 460 OS=Homo sapiens OX=9606 GN=ZNF460 PE=1 SV=2,1,1,0,,,,,,
Q14669,sp|Q14669|TRIPC_HUMAN,sp|Q14669|TRIPC_HUMAN;E3 ubiquitin-protein ligase TRIP12 OS=Homo sapiens OX=9606 GN=TRIP12 PE=1 SV=1,42,48,44,1.8203,2.1219,1.7579,0.9260247287735182,0.0013186298295251235,0.004108242595930222
Q14671,sp|Q14671|PUM1_HUMAN,sp|Q14671|PUM1_HUMAN;Pumilio homolog 1 OS=Homo sapiens OX=9606 GN=PUM1 PE=1 SV=3,1,2,0,,0.81856,,,,
Q14676,sp|Q14676|MDC1_HUMAN,sp|Q14676|MDC1_HUMAN;Mediator of DNA damage checkpoint protein 1 OS=Homo sapiens OX=9606 GN=MDC1 PE=1 SV=3,4,5,3,1.0008,1.015,1.0787,0.04474382122439744,0.258812885833344,0.2814739219201345
Q14683,sp|Q14683|SMC1A_HUMAN,sp|Q14683|SMC1A_HUMAN;Structural maintenance of chromosomes protein 1A OS=Homo sapiens OX=9606 GN=SMC1A PE=1 SV=2,4,3,2,0.63398,0.68559,0.54071,-0.6894427158344546,0.0008580399998819254,0.00324862203163852
Q14684,sp|Q14684|RRP1B_HUMAN,sp|Q14684|RRP1B_HUMAN;Ribosomal RNA processing protein 1 homolog B OS=Homo sapiens OX=9606 GN=RRP1B PE=1 SV=3,40,40,39,3.063,2.7827,2.2789,1.4373342855723052,0.0017371643383241253,0.00476710213772667
Q14690,sp|Q14690|RRP5_HUMAN,sp|Q14690|RRP5_HUMAN;Protein RRP5 homolog OS=Homo sapiens OX=9606 GN=PDCD11 PE=1 SV=3,42,44,53,0.68571,0.81942,0.58114,-0.5240366206898964,0.01153841188327834,0.018033544400355553
Q14692,sp|Q14692|BMS1_HUMAN,sp|Q14692|BMS1_HUMAN;Ribosome biogenesis protein BMS1 homolog OS=Homo sapiens OX=9606 GN=BMS1 PE=1 SV=1,44,44,44,0.94423,1.1471,1.0112,0.04848265988168725,0.5975214276193767,0.623041488592811
Q14694,sp|Q14694|UBP10_HUMAN,sp|Q14694|UBP10_HUMAN;Ubiquitin carboxyl-terminal hydrolase 10 OS=Homo sapiens OX=9606 GN=USP10 PE=1 SV=2,1,0,1,,,,,,
Q14697,sp|Q14697|GANAB_HUMAN,sp|Q14697|GANAB_HUMAN;Neutral alpha-glucosidase AB OS=Homo sapiens OX=9606 GN=GANAB PE=1 SV=3,1,1,1,,,,,,
Q14739,sp|Q14739|LBR_HUMAN,sp|Q14739|LBR_HUMAN;Delta(14)-sterol reductase LBR OS=Homo sapiens OX=9606 GN=LBR PE=1 SV=2,16,13,13,1.1699,1.406,0.9681,0.24041610317177484,0.22513981726379767,0.2478988967694693
Q14781,sp|Q14781|CBX2_HUMAN,sp|Q14781|CBX2_HUMAN;Chromobox protein homolog 2 OS=Homo sapiens OX=9606 GN=CBX2 PE=1 SV=2,6,4,6,2.0361,2.1605,1.8499,1.0111377831889925,0.00035541210785281765,0.002150698909058076
Q14807,sp|Q14807|KIF22_HUMAN,sp|Q14807|KIF22_HUMAN;Kinesin-like protein KIF22 OS=Homo sapiens OX=9606 GN=KIF22 PE=1 SV=5,2,5,1,,1.1202,,,,
Q14839,sp|Q14839|CHD4_HUMAN,sp|Q14839|CHD4_HUMAN;Chromodomain-helicase-DNA-binding protein 4 OS=Homo sapiens OX=9606 GN=CHD4 PE=1 SV=2,20,20,20,0.80371,0.89461,0.73697,-0.30086891870103594,0.01460818650458416,0.021649320291404095
Q14938,sp|Q14938|NFIX_HUMAN,sp|Q14938|NFIX_HUMAN;Nuclear factor 1 X-type OS=Homo sapiens OX=9606 GN=NFIX PE=1 SV=2,0,1,0,,,,,,
Q14966,sp|Q14966|ZN638_HUMAN,sp|Q14966|ZN638_HUMAN;Zinc finger protein 638 OS=Homo sapiens OX=9606 GN=ZNF638 PE=1 SV=2,25,26,27,2.0381,1.7062,1.8798,0.9066597459335098,0.0007998511305534089,0.00318143033950457
Q14974,sp|Q14974|IMB1_HUMAN,sp|Q14974|IMB1_HUMAN;Importin subunit beta-1 OS=Homo sapiens OX=9606 GN=KPNB1 PE=1 SV=2,2,4,3,0.30087,0.45367,0.51742,-1.237909198580814,0.0008565067337360906,0.00324862203163852
Q14978,sp|Q14978|NOLC1_HUMAN,sp|Q14978|NOLC1_HUMAN;Nucleolar and coiled-body phosphoprotein 1 OS=Homo sapiens OX=9606 GN=NOLC1 PE=1 SV=2,20,21,19,2.4005,2.1508,2.0944,1.1474586676802847,0.00020694789094281472,0.001610100074588053
Q14980,sp|Q14980|NUMA1_HUMAN,sp|Q14980|NUMA1_HUMAN;Nuclear mitotic apparatus protein 1 OS=Homo sapiens OX=9606 GN=NUMA1 PE=1 SV=2,13,12,12,0.88557,0.83279,0.68817,-0.3180080925517787,0.028497664440207036,0.03816576331862417
Q14999,sp|Q14999|CUL7_HUMAN,sp|Q14999|CUL7_HUMAN;Cullin-7 OS=Homo sapiens OX=9606 GN=CUL7 PE=1 SV=2,1,0,0,,,,,,
Q14C86,sp|Q14C86|GAPD1_HUMAN,sp|Q14C86|GAPD1_HUMAN;GTPase-activating protein and VPS9 domain-containing protein 1 OS=Homo sapiens OX=9606 GN=GAPVD1 PE=1 SV=2,1,1,0,,,,,,
Q14CB8,sp|Q14CB8|RHG19_HUMAN,sp|Q14CB8|RHG19_HUMAN;Rho GTPase-activating protein 19 OS=Homo sapiens OX=9606 GN=ARHGAP19 PE=1 SV=1,1,0,2,,,,,,
Q15005,sp|Q15005|SPCS2_HUMAN,sp|Q15005|SPCS2_HUMAN;Signal peptidase complex subunit 2 OS=Homo sapiens OX=9606 GN=SPCS2 PE=1 SV=3,1,1,1,,,,,,
Q15008,sp|Q15008|PSMD6_HUMAN,sp|Q15008|PSMD6_HUMAN;26S proteasome non-ATPase regulatory subunit 6 OS=Homo sapiens OX=9606 GN=PSMD6 PE=1 SV=1,2,1,2,0.57919,,1.0483,,,
Q15018,sp|Q15018|ABRX2_HUMAN,sp|Q15018|ABRX2_HUMAN;BRISC complex subunit Abraxas 2 OS=Homo sapiens OX=9606 GN=ABRAXAS2 PE=1 SV=2,0,0,0,,,,,,
Q15020,sp|Q15020|SART3_HUMAN,sp|Q15020|SART3_HUMAN;Squamous cell carcinoma antigen recognized by T-cells 3 OS=Homo sapiens OX=9606 GN=SART3 PE=1 SV=1,5,4,3,0.71109,0.9652,1.5487,0.10433218633480487,0.7773730314668569,0.795346974390946
Q15021,sp|Q15021|CND1_HUMAN,sp|Q15021|CND1_HUMAN;Condensin complex subunit 1 OS=Homo sapiens OX=9606 GN=NCAPD2 PE=1 SV=3,9,5,3,0.58695,0.70869,0.50231,-0.7386095998660421,0.0025970509288036838,0.006197001433871901
Q15022,sp|Q15022|SUZ12_HUMAN,sp|Q15022|SUZ12_HUMAN;Polycomb protein SUZ12 OS=Homo sapiens OX=9606 GN=SUZ12 PE=1 SV=3,1,1,1,,,,,,
Q15029,sp|Q15029|U5S1_HUMAN,sp|Q15029|U5S1_HUMAN;116 kDa U5 small nuclear ribonucleoprotein component OS=Homo sapiens OX=9606 GN=EFTUD2 PE=1 SV=1,0,1,0,,,,,,
Q15031,sp|Q15031|SYLM_HUMAN,"sp|Q15031|SYLM_HUMAN;Leucine--tRNA ligase, mitochondrial OS=Homo sapiens OX=9606 GN=LARS2 PE=1 SV=2",0,1,1,,,,,,
Q15046,sp|Q15046|SYK_HUMAN,sp|Q15046|SYK_HUMAN;Lysine--tRNA ligase OS=Homo sapiens OX=9606 GN=KARS1 PE=1 SV=3,2,0,2,0.69508,,,,,
Q15050,sp|Q15050|RRS1_HUMAN,sp|Q15050|RRS1_HUMAN;Ribosome biogenesis regulatory protein homolog OS=Homo sapiens OX=9606 GN=RRS1 PE=1 SV=2,6,3,3,0.9145,0.52363,0.48578,-0.6409211889264197,0.05894997968320016,0.07208391298049346
Q15054,sp|Q15054|DPOD3_HUMAN,sp|Q15054|DPOD3_HUMAN;DNA polymerase delta subunit 3 OS=Homo sapiens OX=9606 GN=POLD3 PE=1 SV=2,1,2,1,,1.7213,,,,
Q15056,sp|Q15056|IF4H_HUMAN,sp|Q15056|IF4H_HUMAN;Eukaryotic translation initiation factor 4H OS=Homo sapiens OX=9606 GN=EIF4H PE=1 SV=5,1,1,1,,,,,,
Q15061,sp|Q15061|WDR43_HUMAN,sp|Q15061|WDR43_HUMAN;WD repeat-containing protein 43 OS=Homo sapiens OX=9606 GN=WDR43 PE=1 SV=3,5,2,8,1.3294,1.3547,0.81847,0.22345138295241318,0.39185124965524437,0.4159380581048171
Q15072,sp|Q15072|OZF_HUMAN,sp|Q15072|OZF_HUMAN;Zinc finger protein OZF OS=Homo sapiens OX=9606 GN=ZNF146 PE=1 SV=2,1,1,0,,,,,,
Q15084,sp|Q15084|PDIA6_HUMAN,sp|Q15084|PDIA6_HUMAN;Protein disulfide-isomerase A6 OS=Homo sapiens OX=9606 GN=PDIA6 PE=1 SV=1,0,1,0,,,,,,
