Entry,Majority protein IDs,Fasta headers,Unique peptides R1,Unique peptides R2,Unique peptides R3,Ratio H/L normalized R1,Ratio H/L normalized R2,Ratio H/L normalized R3,Log2FC,Pvalue,FDR
P84098,sp|P84098|RL19_HUMAN,sp|P84098|RL19_HUMAN;Large ribosomal subunit protein eL19 OS=Homo sapiens OX=9606 GN=RPL19 PE=1 SV=1,2,2,1,1.063,,,,,
P84103,sp|P84103|SRSF3_HUMAN,sp|P84103|SRSF3_HUMAN;Serine/arginine-rich splicing factor 3 OS=Homo sapiens OX=9606 GN=SRSF3 PE=1 SV=1,1,1,1,,,,,,
P84243,sp|P84243|H33_HUMAN,sp|P84243|H33_HUMAN;Histone H3.3 OS=Homo sapiens OX=9606 GN=H3-3A PE=1 SV=2,1,1,1,0.65087,0.77338,1.0694,-0.26670351297886974,0.24583584690108332,
P98170,sp|P98170|XIAP_HUMAN,sp|P98170|XIAP_HUMAN;E3 ubiquitin-protein ligase XIAP OS=Homo sapiens OX=9606 GN=XIAP PE=1 SV=2,0,0,1,,,,,,
P98175,sp|P98175|RBM10_HUMAN,sp|P98175|RBM10_HUMAN;RNA-binding protein 10 OS=Homo sapiens OX=9606 GN=RBM10 PE=1 SV=3,21,22,21,0.82091,0.80954,0.92845,-0.2294387317427913,0.0178241176996225,0.05865625984019197
Q00013,sp|Q00013|EM55_HUMAN,sp|Q00013|EM55_HUMAN;55 kDa erythrocyte membrane protein OS=Homo sapiens OX=9606 GN=MPP1 PE=1 SV=2,1,1,2,,,0.86609,,,
Q00325,sp|Q00325|S25A3_HUMAN,sp|Q00325|S25A3_HUMAN;Solute carrier family 25 member 3 OS=Homo sapiens OX=9606 GN=SLC25A3 PE=1 SV=2,9,6,10,0.88419,0.85817,1.0018,-0.1285978995030581,0.12579410530034846,0.22441885740407738
Q00403,sp|Q00403|TF2B_HUMAN,sp|Q00403|TF2B_HUMAN;Transcription initiation factor IIB OS=Homo sapiens OX=9606 GN=GTF2B PE=1 SV=1,7,7,7,1.2295,1.8616,1.1632,0.5039592705303564,0.133516657447989,0.23546076596381857
Q00535,sp|Q00535|CDK5_HUMAN,sp|Q00535|CDK5_HUMAN;Cyclin-dependent kinase 5 OS=Homo sapiens OX=9606 GN=CDK5 PE=1 SV=3,2,2,2,1.1028,1.159,0.82271,0.040078822780875524,0.79990333620452,0.8503476907399402
Q00610,sp|Q00610|CLH1_HUMAN,sp|Q00610|CLH1_HUMAN;Clathrin heavy chain 1 OS=Homo sapiens OX=9606 GN=CLTC PE=1 SV=5,38,37,40,1.0118,1.2564,0.83347,0.048082699292695756,0.7958955244837481,0.8490767835680916
Q00839,sp|Q00839|HNRPU_HUMAN,sp|Q00839|HNRPU_HUMAN;Heterogeneous nuclear ribonucleoprotein U OS=Homo sapiens OX=9606 GN=HNRNPU PE=1 SV=6,31,32,30,0.75615,0.85204,0.96586,-0.22092242305553117,0.07916124380460203,0.15680380667290472
Q01081,sp|Q01081|U2AF1_HUMAN,sp|Q01081|U2AF1_HUMAN;Splicing factor U2AF 35 kDa subunit OS=Homo sapiens OX=9606 GN=U2AF1 PE=1 SV=3,1,2,2,,1.1231,,,,
Q01105,sp|Q01105|SET_HUMAN;sp|P0DME0|SETLP_HUMAN,sp|Q01105|SET_HUMAN;Protein SET OS=Homo sapiens OX=9606 GN=SET PE=1 SV=3;sp|P0DME0|SETLP_HUMAN;Protein SETSIP OS=Homo sapiens OX=9606 GN=SETSIP PE=1 SV=1,8,7,7,0.47747,0.64909,0.40154,-0.9732235432222105,0.002580783648444164,0.02009193961513391
P0DME0,sp|Q01105|SET_HUMAN;sp|P0DME0|SETLP_HUMAN,sp|Q01105|SET_HUMAN;Protein SET OS=Homo sapiens OX=9606 GN=SET PE=1 SV=3;sp|P0DME0|SETLP_HUMAN;Protein SETSIP OS=Homo sapiens OX=9606 GN=SETSIP PE=1 SV=1,8,7,7,0.47747,0.64909,0.40154,-0.9732235432222105,0.002580783648444164,0.02009193961513391
Q01518,sp|Q01518|CAP1_HUMAN,sp|Q01518|CAP1_HUMAN;Adenylyl cyclase-associated protein 1 OS=Homo sapiens OX=9606 GN=CAP1 PE=1 SV=5,0,0,1,,,,,,
Q01664,sp|Q01664|TFAP4_HUMAN,sp|Q01664|TFAP4_HUMAN;Transcription factor AP-4 OS=Homo sapiens OX=9606 GN=TFAP4 PE=1 SV=2,1,2,1,,0.62476,0.94437,,,
Q01780,sp|Q01780|EXOSX_HUMAN,sp|Q01780|EXOSX_HUMAN;Exosome complex component 10 OS=Homo sapiens OX=9606 GN=EXOSC10 PE=1 SV=2,36,36,32,0.69314,0.6021,0.85113,-0.48306370554311423,0.017375184583906092,0.05763816251528688
Q01831,sp|Q01831|XPC_HUMAN,sp|Q01831|XPC_HUMAN;DNA repair protein complementing XP-C cells OS=Homo sapiens OX=9606 GN=XPC PE=1 SV=4,6,4,9,1.3797,1.4652,1.1383,0.40896541979544376,0.0286132696488801,0.08011715501686427
Q01844,sp|Q01844|EWS_HUMAN,sp|Q01844|EWS_HUMAN;RNA-binding protein EWS OS=Homo sapiens OX=9606 GN=EWSR1 PE=1 SV=1,0,0,1,,,,,,
Q01968,sp|Q01968|OCRL_HUMAN,sp|Q01968|OCRL_HUMAN;Inositol polyphosphate 5-phosphatase OCRL OS=Homo sapiens OX=9606 GN=OCRL PE=1 SV=3,1,1,1,,,,,,
Q02241,sp|Q02241|KIF23_HUMAN,sp|Q02241|KIF23_HUMAN;Kinesin-like protein KIF23 OS=Homo sapiens OX=9606 GN=KIF23 PE=1 SV=3,3,7,3,0.76251,0.72432,0.7134,-0.4473081576460011,5.7160391968161936e-05,0.0018975389643199772
Q02543,sp|Q02543|RL18A_HUMAN,sp|Q02543|RL18A_HUMAN;Large ribosomal subunit protein eL20 OS=Homo sapiens OX=9606 GN=RPL18A PE=1 SV=2,4,5,7,0.98801,0.92496,0.74361,-0.17539234207337762,0.19316749989008516,0.3074303562797887
Q02878,sp|Q02878|RL6_HUMAN,sp|Q02878|RL6_HUMAN;Large ribosomal subunit protein eL6 OS=Homo sapiens OX=9606 GN=RPL6 PE=1 SV=3,4,5,5,0.83823,0.84825,0.7826,-0.2809889191074213,0.0009751807765853267,0.011507133163706856
Q02880,sp|Q02880|TOP2B_HUMAN,sp|Q02880|TOP2B_HUMAN;DNA topoisomerase 2-beta OS=Homo sapiens OX=9606 GN=TOP2B PE=1 SV=3,29,27,28,0.9928,0.86833,1.0127,-0.0619877783173025,0.4045529672734274,0.5289801992016253
Q02978,sp|Q02978|M2OM_HUMAN,sp|Q02978|M2OM_HUMAN;Mitochondrial 2-oxoglutarate/malate carrier protein OS=Homo sapiens OX=9606 GN=SLC25A11 PE=1 SV=3,4,6,6,0.78769,1.0382,1.0726,-0.04966099250231292,0.7254226026838764,0.8129841905118054
Q03112,sp|Q03112|MECOM_HUMAN,sp|Q03112|MECOM_HUMAN;Histone-lysine N-methyltransferase MECOM OS=Homo sapiens OX=9606 GN=MECOM PE=1 SV=3,1,7,2,0.92949,0.73586,0.82847,-0.2666051632516346,0.03925479643598792,
Q03164,sp|Q03164|KMT2A_HUMAN,sp|Q03164|KMT2A_HUMAN;Histone-lysine N-methyltransferase 2A OS=Homo sapiens OX=9606 GN=KMT2A PE=1 SV=5,3,5,5,1.0437,1.2752,1.5908,0.3820954098505958,0.1283783672723689,0.22853562794607052
Q03188,sp|Q03188|CENPC_HUMAN,sp|Q03188|CENPC_HUMAN;Centromere protein C OS=Homo sapiens OX=9606 GN=CENPC PE=1 SV=2,3,3,4,0.47415,1.2037,0.73835,-0.3122226226036953,0.41311638902830927,0.5390744665677464
Q03701,sp|Q03701|CEBPZ_HUMAN,sp|Q03701|CEBPZ_HUMAN;CCAAT/enhancer-binding protein zeta OS=Homo sapiens OX=9606 GN=CEBPZ PE=1 SV=3,45,44,45,1.4437,1.1787,1.3195,0.39392867714831387,0.014834631183202204,0.052364980159508634
Q04637,sp|Q04637|IF4G1_HUMAN,sp|Q04637|IF4G1_HUMAN;Eukaryotic translation initiation factor 4 gamma 1 OS=Homo sapiens OX=9606 GN=EIF4G1 PE=1 SV=4,4,3,2,0.83739,1.1658,0.50163,-0.26025556773492825,0.43784644444527276,0.5650955673621801
Q04760,sp|Q04760|LGUL_HUMAN,sp|Q04760|LGUL_HUMAN;Lactoylglutathione lyase OS=Homo sapiens OX=9606 GN=GLO1 PE=1 SV=4,1,0,1,,,,,,
Q05519,sp|Q05519|SRS11_HUMAN,sp|Q05519|SRS11_HUMAN;Serine/arginine-rich splicing factor 11 OS=Homo sapiens OX=9606 GN=SRSF11 PE=1 SV=1,1,1,1,,,,,,
Q05639,sp|Q05639|EF1A2_HUMAN,sp|Q05639|EF1A2_HUMAN;Elongation factor 1-alpha 2 OS=Homo sapiens OX=9606 GN=EEF1A2 PE=1 SV=1,1,1,1,1.044,1.0882,,,,
Q06210,sp|Q06210|GFPT1_HUMAN,sp|Q06210|GFPT1_HUMAN;Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1 OS=Homo sapiens OX=9606 GN=GFPT1 PE=1 SV=3,4,2,2,0.62855,0.67659,,,,
Q06265,sp|Q06265|EXOS9_HUMAN,sp|Q06265|EXOS9_HUMAN;Exosome complex component RRP45 OS=Homo sapiens OX=9606 GN=EXOSC9 PE=1 SV=3,9,6,5,1.4318,1.5196,1.1927,0.466096315952783,0.017478003605358935,0.05774732391210592
Q06830,sp|Q06830|PRDX1_HUMAN,sp|Q06830|PRDX1_HUMAN;Peroxiredoxin-1 OS=Homo sapiens OX=9606 GN=PRDX1 PE=1 SV=1,2,1,3,1.8275,,1.2236,,,
Q07020,sp|Q07020|RL18_HUMAN,sp|Q07020|RL18_HUMAN;Large ribosomal subunit protein eL18 OS=Homo sapiens OX=9606 GN=RPL18 PE=1 SV=2,3,2,3,0.88027,0.92857,1.129,-0.03020667442947095,0.7990100596322885,0.8503476907399402
Q07666,sp|Q07666|KHDR1_HUMAN,"sp|Q07666|KHDR1_HUMAN;KH domain-containing, RNA-binding, signal transduction-associated protein 1 OS=Homo sapiens OX=9606 GN=KHDRBS1 PE=1 SV=1",4,4,5,1.4852,1.9559,1.7181,0.782184873936788,0.006100526416381167,0.031124971476372994
Q07864,sp|Q07864|DPOE1_HUMAN,sp|Q07864|DPOE1_HUMAN;DNA polymerase epsilon catalytic subunit A OS=Homo sapiens OX=9606 GN=POLE PE=1 SV=5,1,1,1,,,,,,
Q13247,sp|Q13247|SRSF6_HUMAN;sp|Q08170|SRSF4_HUMAN,sp|Q13247|SRSF6_HUMAN;Serine/arginine-rich splicing factor 6 OS=Homo sapiens OX=9606 GN=SRSF6 PE=1 SV=2;sp|Q08170|SRSF4_HUMAN;Serine/arginine-rich splicing factor 4 OS=Homo sapiens OX=9606 GN=SRSF4 PE=1 SV=2,1,1,1,,,,,,
Q08170,sp|Q13247|SRSF6_HUMAN;sp|Q08170|SRSF4_HUMAN,sp|Q13247|SRSF6_HUMAN;Serine/arginine-rich splicing factor 6 OS=Homo sapiens OX=9606 GN=SRSF6 PE=1 SV=2;sp|Q08170|SRSF4_HUMAN;Serine/arginine-rich splicing factor 4 OS=Homo sapiens OX=9606 GN=SRSF4 PE=1 SV=2,1,1,1,,,,,,
Q08211,sp|Q08211|DHX9_HUMAN,sp|Q08211|DHX9_HUMAN;ATP-dependent RNA helicase A OS=Homo sapiens OX=9606 GN=DHX9 PE=1 SV=4,52,52,51,0.72655,0.69846,0.76457,-0.45430833866989645,0.00014675379437166207,0.0037046150450651743
Q08945,sp|Q08945|SSRP1_HUMAN,sp|Q08945|SSRP1_HUMAN;FACT complex subunit SSRP1 OS=Homo sapiens OX=9606 GN=SSRP1 PE=1 SV=1,15,14,16,1.0483,0.81374,0.84633,-0.14753765667474963,0.2557638060723136,0.36998406972982667
Q08AM6,sp|Q08AM6|VAC14_HUMAN,sp|Q08AM6|VAC14_HUMAN;Protein VAC14 homolog OS=Homo sapiens OX=9606 GN=VAC14 PE=1 SV=1,0,1,0,,,,,,
Q08J23,sp|Q08J23|NSUN2_HUMAN,sp|Q08J23|NSUN2_HUMAN;RNA cytosine C(5)-methyltransferase NSUN2 OS=Homo sapiens OX=9606 GN=NSUN2 PE=1 SV=2,10,9,7,0.91639,1.109,0.81621,-0.07825901392049972,0.5720753325288395,0.6888254003918679
Q09028,sp|Q09028|RBBP4_HUMAN;sp|Q16576|RBBP7_HUMAN,sp|Q09028|RBBP4_HUMAN;Histone-binding protein RBBP4 OS=Homo sapiens OX=9606 GN=RBBP4 PE=1 SV=3;sp|Q16576|RBBP7_HUMAN;Histone-binding protein RBBP7 OS=Homo sapiens OX=9606 GN=RBBP7 PE=1 SV=1,1,2,3,,,1.0501,,,
Q16576,sp|Q09028|RBBP4_HUMAN;sp|Q16576|RBBP7_HUMAN,sp|Q09028|RBBP4_HUMAN;Histone-binding protein RBBP4 OS=Homo sapiens OX=9606 GN=RBBP4 PE=1 SV=3;sp|Q16576|RBBP7_HUMAN;Histone-binding protein RBBP7 OS=Homo sapiens OX=9606 GN=RBBP7 PE=1 SV=1,1,2,3,,,1.0501,,,
Q09161,sp|Q09161|NCBP1_HUMAN,sp|Q09161|NCBP1_HUMAN;Nuclear cap-binding protein subunit 1 OS=Homo sapiens OX=9606 GN=NCBP1 PE=1 SV=1,0,1,1,,,,,,
Q10567,sp|Q10567|AP1B1_HUMAN,sp|Q10567|AP1B1_HUMAN;AP-1 complex subunit beta-1 OS=Homo sapiens OX=9606 GN=AP1B1 PE=1 SV=3,1,1,0,,,,,,
Q12768,sp|Q12768|WASC5_HUMAN,sp|Q12768|WASC5_HUMAN;WASH complex subunit 5 OS=Homo sapiens OX=9606 GN=WASHC5 PE=1 SV=1,1,1,0,,,,,,
Q12769,sp|Q12769|NU160_HUMAN,sp|Q12769|NU160_HUMAN;Nuclear pore complex protein Nup160 OS=Homo sapiens OX=9606 GN=NUP160 PE=1 SV=3,16,17,15,1.121,0.91414,0.99604,0.014917025237044466,0.8711966425405833,0.905167832375499
Q12788,sp|Q12788|TBL3_HUMAN,sp|Q12788|TBL3_HUMAN;Transducin beta-like protein 3 OS=Homo sapiens OX=9606 GN=TBL3 PE=1 SV=2,26,25,27,1.9188,1.7948,1.8487,0.8907190571314403,1.8504233505506453e-05,0.0010189664583698888
Q12789,sp|Q12789|TF3C1_HUMAN,sp|Q12789|TF3C1_HUMAN;General transcription factor 3C polypeptide 1 OS=Homo sapiens OX=9606 GN=GTF3C1 PE=1 SV=4,6,6,5,0.90157,0.9446,0.94056,-0.10638927098508894,0.006598978864889324,0.03303488813574898
Q12830,sp|Q12830|BPTF_HUMAN,sp|Q12830|BPTF_HUMAN;Nucleosome-remodeling factor subunit BPTF OS=Homo sapiens OX=9606 GN=BPTF PE=1 SV=3,5,2,1,0.84642,0.95999,,,,
Q12872,sp|Q12872|SFSWA_HUMAN,"sp|Q12872|SFSWA_HUMAN;Splicing factor, suppressor of white-apricot homolog OS=Homo sapiens OX=9606 GN=SFSWAP PE=1 SV=3",1,0,0,,,,,,
Q12894,sp|Q12894|IFRD2_HUMAN,sp|Q12894|IFRD2_HUMAN;Interferon-related developmental regulator 2 OS=Homo sapiens OX=9606 GN=IFRD2 PE=1 SV=4,2,2,2,,0.77809,0.64489,,,
Q12905,sp|Q12905|ILF2_HUMAN,sp|Q12905|ILF2_HUMAN;Interleukin enhancer-binding factor 2 OS=Homo sapiens OX=9606 GN=ILF2 PE=1 SV=2,6,7,6,0.89145,0.92225,1.1795,-0.003273820492510986,0.9813859649743037,0.9861615657770985
Q12906,sp|Q12906|ILF3_HUMAN,sp|Q12906|ILF3_HUMAN;Interleukin enhancer-binding factor 3 OS=Homo sapiens OX=9606 GN=ILF3 PE=1 SV=3,27,29,29,0.69503,0.80812,0.7952,-0.384363987848017,0.0028180452298041084,0.020620613272512852
Q12931,sp|Q12931|TRAP1_HUMAN,"sp|Q12931|TRAP1_HUMAN;Heat shock protein 75 kDa, mitochondrial OS=Homo sapiens OX=9606 GN=TRAP1 PE=1 SV=3",8,11,7,0.88729,1.0094,1.1083,0.002397689225483001,0.9804853321927056,0.9861615657770985
Q13045,sp|Q13045|FLII_HUMAN,sp|Q13045|FLII_HUMAN;Protein flightless-1 homolog OS=Homo sapiens OX=9606 GN=FLII PE=1 SV=2,3,2,3,1.0759,1.0319,0.79799,-0.0460320568370925,0.7341976953775227,0.818417404024067
Q13085,sp|Q13085|ACACA_HUMAN,sp|Q13085|ACACA_HUMAN;Acetyl-CoA carboxylase 1 OS=Homo sapiens OX=9606 GN=ACACA PE=1 SV=2,3,2,4,0.8371,0.70674,0.6019,-0.4834872258547034,0.013854073569201118,0.05019063494807072
Q13111,sp|Q13111|CAF1A_HUMAN,sp|Q13111|CAF1A_HUMAN;Chromatin assembly factor 1 subunit A OS=Homo sapiens OX=9606 GN=CHAF1A PE=1 SV=3,0,0,1,,,,,,
Q13112,sp|Q13112|CAF1B_HUMAN,sp|Q13112|CAF1B_HUMAN;Chromatin assembly factor 1 subunit B OS=Homo sapiens OX=9606 GN=CHAF1B PE=1 SV=1,1,0,0,,,,,,
Q13118,sp|Q13118|KLF10_HUMAN,sp|Q13118|KLF10_HUMAN;Krueppel-like factor 10 OS=Homo sapiens OX=9606 GN=KLF10 PE=1 SV=1,1,1,1,,,,,,
Q13123,sp|Q13123|RED_HUMAN,sp|Q13123|RED_HUMAN;Protein Red OS=Homo sapiens OX=9606 GN=IK PE=1 SV=3,22,20,21,0.4104,0.61137,0.75871,-0.7526962706157289,0.015772509053856302,0.05473370332113484
Q13148,sp|Q13148|TADBP_HUMAN,sp|Q13148|TADBP_HUMAN;TAR DNA-binding protein 43 OS=Homo sapiens OX=9606 GN=TARDBP PE=1 SV=1,12,13,13,2.2699,2.0267,1.7312,1.0066690489626016,0.002923401271923738,0.02065019088955045
Q13151,sp|Q13151|ROA0_HUMAN,sp|Q13151|ROA0_HUMAN;Heterogeneous nuclear ribonucleoprotein A0 OS=Homo sapiens OX=9606 GN=HNRNPA0 PE=1 SV=1,10,8,7,1.7429,1.9257,1.8335,0.8750198599785943,9.364388390285831e-05,0.0025783282701253656
Q13155,sp|Q13155|AIMP2_HUMAN,sp|Q13155|AIMP2_HUMAN;Aminoacyl tRNA synthase complex-interacting multifunctional protein 2 OS=Homo sapiens OX=9606 GN=AIMP2 PE=1 SV=2,4,3,5,1.0368,1.1021,0.90479,0.0208589270304923,0.8142188534794579,0.8633437393761646
Q13177,sp|Q13177|PAK2_HUMAN,sp|Q13177|PAK2_HUMAN;Serine/threonine-protein kinase PAK 2 OS=Homo sapiens OX=9606 GN=PAK2 PE=1 SV=3,1,1,1,,,,,,
Q13185,sp|Q13185|CBX3_HUMAN,sp|Q13185|CBX3_HUMAN;Chromobox protein homolog 3 OS=Homo sapiens OX=9606 GN=CBX3 PE=1 SV=4,3,3,2,3.8447,1.9126,,,,
Q13206,sp|Q13206|DDX10_HUMAN,sp|Q13206|DDX10_HUMAN;Probable ATP-dependent RNA helicase DDX10 OS=Homo sapiens OX=9606 GN=DDX10 PE=1 SV=2,22,19,18,0.72791,0.63879,0.91537,-0.3946194553241899,0.042555099795055736,0.10368882722925085
Q13242,sp|Q13242|SRSF9_HUMAN,sp|Q13242|SRSF9_HUMAN;Serine/arginine-rich splicing factor 9 OS=Homo sapiens OX=9606 GN=SRSF9 PE=1 SV=1,2,2,1,0.87854,,,,,
Q13263,sp|Q13263|TIF1B_HUMAN,sp|Q13263|TIF1B_HUMAN;Transcription intermediary factor 1-beta OS=Homo sapiens OX=9606 GN=TRIM28 PE=1 SV=5,14,13,15,0.66676,0.77676,0.54174,-0.5956345381151467,0.0075853204512234375,0.03559928802676454
Q13352,sp|Q13352|CENPR_HUMAN,sp|Q13352|CENPR_HUMAN;Centromere protein R OS=Homo sapiens OX=9606 GN=ITGB3BP PE=1 SV=2,0,0,1,,,,,,
Q13356,sp|Q13356|PPIL2_HUMAN,sp|Q13356|PPIL2_HUMAN;RING-type E3 ubiquitin-protein ligase PPIL2 OS=Homo sapiens OX=9606 GN=PPIL2 PE=1 SV=1,4,4,5,1.992,2.0802,1.9511,1.0055916157016145,1.21324719726545e-05,0.0007972316621741899
Q13395,sp|Q13395|TARB1_HUMAN,sp|Q13395|TARB1_HUMAN;Probable methyltransferase TARBP1 OS=Homo sapiens OX=9606 GN=TARBP1 PE=1 SV=1,0,0,1,,,,,,
Q13415,sp|Q13415|ORC1_HUMAN,sp|Q13415|ORC1_HUMAN;Origin recognition complex subunit 1 OS=Homo sapiens OX=9606 GN=ORC1 PE=1 SV=2,1,1,1,,,,,,
Q13416,sp|Q13416|ORC2_HUMAN,sp|Q13416|ORC2_HUMAN;Origin recognition complex subunit 2 OS=Homo sapiens OX=9606 GN=ORC2 PE=1 SV=2,2,3,4,0.93983,1.3127,0.82646,0.03749468105785946,0.8664438517161738,0.9013635031707299
Q13418,sp|Q13418|ILK_HUMAN,sp|Q13418|ILK_HUMAN;Integrin-linked protein kinase OS=Homo sapiens OX=9606 GN=ILK PE=1 SV=2,3,3,3,0.8921,1.0244,0.76099,-0.16408131397245967,0.23032034520776018,0.3471616882146166
Q13427,sp|Q13427|PPIG_HUMAN,sp|Q13427|PPIG_HUMAN;Peptidyl-prolyl cis-trans isomerase G OS=Homo sapiens OX=9606 GN=PPIG PE=1 SV=2,1,2,2,,2.0699,3.299,,,
Q13428,sp|Q13428|TCOF_HUMAN,sp|Q13428|TCOF_HUMAN;Treacle protein OS=Homo sapiens OX=9606 GN=TCOF1 PE=1 SV=3,52,48,50,1.9352,1.4727,1.4032,0.6814042858128296,0.022439898027576198,0.06839614675563815
Q13435,sp|Q13435|SF3B2_HUMAN,sp|Q13435|SF3B2_HUMAN;Splicing factor 3B subunit 2 OS=Homo sapiens OX=9606 GN=SF3B2 PE=1 SV=2,19,18,19,1.3165,1.4418,1.1123,0.3675947219610292,0.0390791230097849,0.09781622910934039
Q13442,sp|Q13442|HAP28_HUMAN,sp|Q13442|HAP28_HUMAN;28 kDa heat- and acid-stable phosphoprotein OS=Homo sapiens OX=9606 GN=PDAP1 PE=1 SV=1,3,3,4,3.6359,3.5634,1.69,1.5671073158265751,0.03684896684302378,0.09482008290447863
Q13506,sp|Q13506|NAB1_HUMAN,sp|Q13506|NAB1_HUMAN;NGFI-A-binding protein 1 OS=Homo sapiens OX=9606 GN=NAB1 PE=1 SV=2,1,2,1,,,,,,
Q13523,sp|Q13523|PRP4B_HUMAN,sp|Q13523|PRP4B_HUMAN;Serine/threonine-protein kinase PRP4 homolog OS=Homo sapiens OX=9606 GN=PRPF4B PE=1 SV=3,10,12,9,3.0031,1.7564,1.7751,1.1231364268560595,0.046099333418747404,0.10696081293226223
Q13535,sp|Q13535|ATR_HUMAN,sp|Q13535|ATR_HUMAN;Serine/threonine-protein kinase ATR OS=Homo sapiens OX=9606 GN=ATR PE=1 SV=3,2,1,0,,,,,,
Q13547,sp|Q13547|HDAC1_HUMAN,sp|Q13547|HDAC1_HUMAN;Histone deacetylase 1 OS=Homo sapiens OX=9606 GN=HDAC1 PE=1 SV=1,4,3,5,0.94839,0.87338,0.94539,-0.11655643626986761,0.034004690435583754,0.09038821263653952
Q13573,sp|Q13573|SNW1_HUMAN,sp|Q13573|SNW1_HUMAN;SNW domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SNW1 PE=1 SV=1,21,25,26,0.8103,1.2965,1.1865,0.1345714381172151,0.5429045876412077,0.6594693961641729
Q13601,sp|Q13601|KRR1_HUMAN,sp|Q13601|KRR1_HUMAN;KRR1 small subunit processome component homolog OS=Homo sapiens OX=9606 GN=KRR1 PE=1 SV=4,9,10,9,2.2334,1.8803,1.9351,1.0116864588950998,0.0007553406920588484,0.009832645378047147
Q13616,sp|Q13616|CUL1_HUMAN,sp|Q13616|CUL1_HUMAN;Cullin-1 OS=Homo sapiens OX=9606 GN=CUL1 PE=1 SV=2,1,2,3,,1.2003,1.0376,,,
Q13620,sp|Q13620|CUL4B_HUMAN,sp|Q13620|CUL4B_HUMAN;Cullin-4B OS=Homo sapiens OX=9606 GN=CUL4B PE=1 SV=4,3,6,6,1.0715,1.1858,1.012,0.12401926814107582,0.15317051799750175,0.2597922954126005
Q13642,sp|Q13642|FHL1_HUMAN,sp|Q13642|FHL1_HUMAN;Four and a half LIM domains protein 1 OS=Homo sapiens OX=9606 GN=FHL1 PE=1 SV=4,7,6,8,3.2341,3.2465,1.5436,1.4193950642783255,0.04150906220263736,0.10234771755038345
Q13823,sp|Q13823|NOG2_HUMAN,sp|Q13823|NOG2_HUMAN;Nucleolar GTP-binding protein 2 OS=Homo sapiens OX=9606 GN=GNL2 PE=1 SV=1,26,33,29,0.84292,0.78886,0.93099,-0.22725849331633136,0.024477710312493694,0.07304526500736314
Q13838,sp|Q13838|DX39B_HUMAN,sp|Q13838|DX39B_HUMAN;Spliceosome RNA helicase DDX39B OS=Homo sapiens OX=9606 GN=DDX39B PE=1 SV=1,1,2,2,,0.99944,1.189,,,
Q9BVA1,sp|Q9BVA1|TBB2B_HUMAN;sp|Q13885|TBB2A_HUMAN,sp|Q9BVA1|TBB2B_HUMAN;Tubulin beta-2B chain OS=Homo sapiens OX=9606 GN=TUBB2B PE=1 SV=1;sp|Q13885|TBB2A_HUMAN;Tubulin beta-2A chain OS=Homo sapiens OX=9606 GN=TUBB2A PE=1 SV=1,1,1,1,,,,,,
Q13885,sp|Q9BVA1|TBB2B_HUMAN;sp|Q13885|TBB2A_HUMAN,sp|Q9BVA1|TBB2B_HUMAN;Tubulin beta-2B chain OS=Homo sapiens OX=9606 GN=TUBB2B PE=1 SV=1;sp|Q13885|TBB2A_HUMAN;Tubulin beta-2A chain OS=Homo sapiens OX=9606 GN=TUBB2A PE=1 SV=1,1,1,1,,,,,,
Q6P1K8,sp|Q6P1K8|T2H2L_HUMAN;sp|Q13888|TF2H2_HUMAN,sp|Q6P1K8|T2H2L_HUMAN;General transcription factor IIH subunit 2-like protein OS=Homo sapiens OX=9606 GN=GTF2H2C PE=1 SV=1;sp|Q13888|TF2H2_HUMAN;General transcription factor IIH subunit 2 OS=Homo sapiens OX=9606 GN=GTF2H2 PE=1 SV=1,1,1,1,,,,,,
Q13888,sp|Q6P1K8|T2H2L_HUMAN;sp|Q13888|TF2H2_HUMAN,sp|Q6P1K8|T2H2L_HUMAN;General transcription factor IIH subunit 2-like protein OS=Homo sapiens OX=9606 GN=GTF2H2C PE=1 SV=1;sp|Q13888|TF2H2_HUMAN;General transcription factor IIH subunit 2 OS=Homo sapiens OX=9606 GN=GTF2H2 PE=1 SV=1,1,1,1,,,,,,
Q13895,sp|Q13895|BYST_HUMAN,sp|Q13895|BYST_HUMAN;Bystin OS=Homo sapiens OX=9606 GN=BYSL PE=1 SV=3,12,14,16,1.7495,1.5394,1.3602,0.6319889571754052,0.008123898869331521,0.03665969665711211
Q13901,sp|Q13901|C1D_HUMAN,sp|Q13901|C1D_HUMAN;Nuclear nucleic acid-binding protein C1D OS=Homo sapiens OX=9606 GN=C1D PE=1 SV=1,1,0,0,,,,,,
Q14004,sp|Q14004|CDK13_HUMAN;sp|Q9NYV4|CDK12_HUMAN,sp|Q14004|CDK13_HUMAN;Cyclin-dependent kinase 13 OS=Homo sapiens OX=9606 GN=CDK13 PE=1 SV=2;sp|Q9NYV4|CDK12_HUMAN;Cyclin-dependent kinase 12 OS=Homo sapiens OX=9606 GN=CDK12 PE=1 SV=2,1,2,1,,0.58191,,,,
