Entry,Majority protein IDs,Unique peptides R1,Unique peptides R2,Unique peptides R3,Ratio H/L normalized R1,Ratio H/L normalized R2,Ratio H/L normalized R3,Log2FC,Pvalue,FDR,Reviewed,Entry Name,Protein names,Gene Names,Organism,Length
Q00610,sp|Q00610|CLH1_HUMAN,17,16,21,0.81389,0.78558,0.91798,-0.2529993761011664,0.0161846292536067,0.0465220511878565,reviewed,CLH1_HUMAN,Clathrin heavy chain 1 (Clathrin heavy chain on chromosome 17) (CLH-17),CLTC CLH17 CLTCL2 KIAA0034,Homo sapiens (Human),1675
Q00839,sp|Q00839|HNRPU_HUMAN,20,28,27,0.71652,0.68272,0.85266,-0.4138197375602629,0.0086403930955746,0.0286861050773078,reviewed,HNRPU_HUMAN,Heterogeneous nuclear ribonucleoprotein U (hnRNP U) (GRIP120) (Nuclear p120 ribonucleoprotein) (Scaffold-attachment factor A) (SAF-A) (p120) (pp120),HNRNPU C1orf199 HNRPU SAFA U21.1,Homo sapiens (Human),825
Q01105,sp|Q01105|SET_HUMAN;sp|P0DME0|SETLP_HUMAN,5,6,4,0.88181,0.59594,0.38432,-0.6880551921882375,0.0580982558469655,0.1155007241987578,reviewed,SET_HUMAN,Protein SET (HLA-DR-associated protein II) (Inhibitor of granzyme A-activated DNase) (IGAAD) (PHAPII) (Phosphatase 2A inhibitor I2PP2A) (I-2PP2A) (Template-activating factor I) (TAF-I),SET,Homo sapiens (Human),290
P0DME0,sp|Q01105|SET_HUMAN;sp|P0DME0|SETLP_HUMAN,5,6,4,0.88181,0.59594,0.38432,-0.6880551921882375,0.0580982558469655,0.1155007241987578,reviewed,SETLP_HUMAN,Protein SETSIP (SET pseudogene protein 18) (SET similar protein) (Similar to SET translocation protein),SETSIP SETP18,Homo sapiens (Human),292
Q01780,sp|Q01780|EXOSX_HUMAN,35,35,35,0.82963,0.77126,0.66374,-0.4056871417384778,0.0072546758441083,0.027161621014378,reviewed,EXOSX_HUMAN,Exosome complex component 10 (EC 3.1.13.-) (Autoantigen PM/Scl 2) (P100 polymyositis-scleroderma overlap syndrome-associated autoantigen) (Polymyositis/scleroderma autoantigen 100 kDa) (PM/Scl-100) (Polymyositis/scleroderma autoantigen 2),EXOSC10 PMSCL PMSCL2 RRP6,Homo sapiens (Human),885
Q01831,sp|Q01831|XPC_HUMAN,8,11,7,1.1004,1.3169,1.4712,0.3742512380634529,0.0511651245705768,0.1048569219594537,reviewed,XPC_HUMAN,DNA repair protein complementing XP-C cells (Xeroderma pigmentosum group C-complementing protein) (p125),XPC XPCC,Homo sapiens (Human),940
Q02241,sp|Q02241|KIF23_HUMAN,4,3,5,1.0508,0.76229,0.71642,-0.2461045581081365,0.2083621873962009,0.2981734750669771,reviewed,KIF23_HUMAN,Kinesin-like protein KIF23 (Kinesin-like protein 5) (Mitotic kinesin-like protein 1),KIF23 KNSL5 MKLP1,Homo sapiens (Human),960
Q02543,sp|Q02543|RL18A_HUMAN,5,5,3,0.75764,0.78158,0.8533,-0.3264315159136308,0.0021392832596919,0.0130319640773897,reviewed,RL18A_HUMAN,Large ribosomal subunit protein eL20 (60S ribosomal protein L18a),RPL18A,Homo sapiens (Human),176
Q02878,sp|Q02878|RL6_HUMAN,9,12,11,0.91414,0.71432,0.98487,-0.1990731872752485,0.186812601492692,0.2726580264248701,reviewed,RL6_HUMAN,Large ribosomal subunit protein eL6 (60S ribosomal protein L6) (Neoplasm-related protein C140) (Tax-responsive enhancer element-binding protein 107) (TaxREB107),RPL6 TXREB1,Homo sapiens (Human),288
Q02880,sp|Q02880|TOP2B_HUMAN,32,28,35,1.0634,1.3064,1.4664,0.3547154363936381,0.0760578034848922,0.1383626890793656,reviewed,TOP2B_HUMAN,"DNA topoisomerase 2-beta (EC 5.6.2.2) (DNA topoisomerase II, beta isozyme)",TOP2B,Homo sapiens (Human),1626
Q02978,sp|Q02978|M2OM_HUMAN,7,6,5,0.65177,0.64892,0.85062,-0.4797470711539505,0.0132921906767687,0.0401182482244292,reviewed,M2OM_HUMAN,Mitochondrial 2-oxoglutarate/malate carrier protein (OGCP) (alpha-oxoglutarate carrier) (Solute carrier family 25 member 11) (SLC25A11),SLC25A11 SLC20A4,Homo sapiens (Human),314
Q03188,sp|Q03188|CENPC_HUMAN,6,4,6,1.1783,1.1279,1.4628,0.3292192942811133,0.06978520835349,0.1304201830113644,reviewed,CENPC_HUMAN,Centromere protein C (CENP-C) (Centromere autoantigen C) (Centromere protein C 1) (CENP-C 1) (Interphase centromere complex protein 7),CENPC CENPC1 ICEN7,Homo sapiens (Human),943
Q03701,sp|Q03701|CEBPZ_HUMAN,44,41,44,1.2779,1.2658,1.4606,0.4165875634375086,0.0060355469826205,0.024550845736722,reviewed,CEBPZ_HUMAN,CCAAT/enhancer-binding protein zeta (CCAAT-box-binding transcription factor) (CBF) (CCAAT-binding factor),CEBPZ CBF2,Homo sapiens (Human),1054
Q05519,sp|Q05519|SRS11_HUMAN,3,3,2,1.4053,1.3965,1.1235,0.387840418753849,0.0289876652926603,0.0697897026047438,reviewed,SRS11_HUMAN,"Serine/arginine-rich splicing factor 11 (Arginine-rich 54 kDa nuclear protein) (p54) (Splicing factor, arginine/serine-rich 11)",SRSF11 SFRS11,Homo sapiens (Human),484
Q06265,sp|Q06265|EXOS9_HUMAN,6,5,5,1.5161,1.3677,1.2921,0.4771246634779533,0.0039844975758958,0.0188264681466775,reviewed,EXOS9_HUMAN,Exosome complex component RRP45 (Autoantigen PM/Scl 1) (Exosome component 9) (P75 polymyositis-scleroderma overlap syndrome-associated autoantigen) (Polymyositis/scleroderma autoantigen 1) (Polymyositis/scleroderma autoantigen 75 kDa) (PM/Scl-75),EXOSC9 PMSCL1,Homo sapiens (Human),439
Q08211,sp|Q08211|DHX9_HUMAN,49,52,47,0.97353,0.9053,0.69276,-0.222301854990517,0.1664708988391015,0.2506500608371053,reviewed,DHX9_HUMAN,ATP-dependent RNA helicase A (EC 3.6.4.13) (DEAH box protein 9) (DExH-box helicase 9) (Leukophysin) (LKP) (Nuclear DNA helicase II) (NDH II) (RNA helicase A),DHX9 DDX9 LKP NDH2,Homo sapiens (Human),1270
Q08945,sp|Q08945|SSRP1_HUMAN,15,18,15,1.1021,1.0593,0.82166,-0.0081695050017971,0.9514903855973612,0.967518554420594,reviewed,SSRP1_HUMAN,FACT complex subunit SSRP1 (Chromatin-specific transcription elongation factor 80 kDa subunit) (Facilitates chromatin transcription complex 80 kDa subunit) (FACT 80 kDa subunit) (FACTp80) (Facilitates chromatin transcription complex subunit SSRP1) (Recombination signal sequence recognition protein 1) (Structure-specific recognition protein 1) (hSSRP1) (T160),SSRP1 FACT80,Homo sapiens (Human),709
Q08J23,sp|Q08J23|NSUN2_HUMAN,6,5,3,1.0051,0.89477,0.80664,-0.1485287821961252,0.1635741966049544,0.2474106299446236,reviewed,NSUN2_HUMAN,"RNA cytosine C(5)-methyltransferase NSUN2 (EC 2.1.1.-) (Myc-induced SUN domain-containing protein) (Misu) (NOL1/NOP2/Sun domain family member 2) (Substrate of AIM1/Aurora kinase B) (mRNA cytosine C(5)-methyltransferase) (EC 2.1.1.-) (tRNA cytosine C(5)-methyltransferase) (EC 2.1.1.-, EC 2.1.1.203) (tRNA methyltransferase 4 homolog) (hTrm4)",NSUN2 SAKI TRM4,Homo sapiens (Human),767
Q12769,sp|Q12769|NU160_HUMAN,12,12,17,0.71075,0.74902,0.96263,-0.3085253902848739,0.0699240740241652,0.1304201830113644,reviewed,NU160_HUMAN,Nuclear pore complex protein Nup160 (160 kDa nucleoporin) (Nucleoporin Nup160),NUP160 KIAA0197 NUP120,Homo sapiens (Human),1436
Q12788,sp|Q12788|TBL3_HUMAN,17,15,21,1.6183,1.527,1.8673,0.7405966125052569,0.0027351650888891,0.0154637413029648,reviewed,TBL3_HUMAN,Transducin beta-like protein 3 (WD repeat-containing protein SAZD),TBL3 SAZD,Homo sapiens (Human),808
Q12905,sp|Q12905|ILF2_HUMAN,2,2,2,0.53084,0.51848,0.75008,-0.7374465726807091,0.0060053075274459,0.024550845736722,reviewed,ILF2_HUMAN,Interleukin enhancer-binding factor 2 (Nuclear factor of activated T-cells 45 kDa),ILF2 NF45 PRO3063,Homo sapiens (Human),390
Q12906,sp|Q12906|ILF3_HUMAN,22,26,22,0.75599,0.70503,0.50295,-0.6111896083301522,0.0110789455822944,0.0350426919881576,reviewed,ILF3_HUMAN,Interleukin enhancer-binding factor 3 (Double-stranded RNA-binding protein 76) (DRBP76) (M-phase phosphoprotein 4) (MPP4) (Nuclear factor associated with dsRNA) (NFAR) (Nuclear factor of activated T-cells 90 kDa) (NF-AT-90) (Translational control protein 80) (TCP80),ILF3 DRBF MPHOSPH4 NF90,Homo sapiens (Human),894
Q12931,sp|Q12931|TRAP1_HUMAN,5,7,5,0.60757,0.54342,0.73551,-0.6692504005731333,0.0027713632756819,0.0154637413029648,reviewed,TRAP1_HUMAN,"Heat shock protein 75 kDa, mitochondrial (HSP 75) (Heat shock protein family C member 5) (TNFR-associated protein 1) (Tumor necrosis factor type 1 receptor-associated protein) (TRAP-1)",TRAP1 HSP75 HSPC5,Homo sapiens (Human),704
Q13111,sp|Q13111|CAF1A_HUMAN,4,2,2,1.0136,0.70035,0.94837,-0.1722785129923867,0.303521457768542,0.4038842644455149,reviewed,CAF1A_HUMAN,Chromatin assembly factor 1 subunit A (CAF-1 subunit A) (Chromatin assembly factor I p150 subunit) (CAF-I 150 kDa subunit) (CAF-I p150) (hp150),CHAF1A CAF CAF1P150,Homo sapiens (Human),956
Q13123,sp|Q13123|RED_HUMAN,14,17,16,0.79961,0.59088,0.48724,-0.6759728688609455,0.0151923394407639,0.0446358999498551,reviewed,RED_HUMAN,Protein Red (Cytokine IK) (IK factor) (Protein RER),IK RED RER,Homo sapiens (Human),557
Q13148,sp|Q13148|TADBP_HUMAN,9,9,9,1.88,1.5528,1.6649,0.7648839724335009,0.0018883540652758,0.011718384106011,reviewed,TADBP_HUMAN,TAR DNA-binding protein 43 (TDP-43),TARDBP TDP43,Homo sapiens (Human),414
Q13151,sp|Q13151|ROA0_HUMAN,5,7,4,1.8939,1.4352,1.6736,0.7377444392190428,0.007281277922529,0.027161621014378,reviewed,ROA0_HUMAN,Heterogeneous nuclear ribonucleoprotein A0 (hnRNP A0),HNRNPA0 HNRPA0,Homo sapiens (Human),305
Q13155,sp|Q13155|AIMP2_HUMAN,3,5,6,0.9458,0.82069,0.70743,-0.2781636525771919,0.0634827810446634,0.1239208158003075,reviewed,AIMP2_HUMAN,Aminoacyl tRNA synthase complex-interacting multifunctional protein 2 (Multisynthase complex auxiliary component p38) (Protein JTV-1),AIMP2 JTV1 PRO0992,Homo sapiens (Human),320
Q13206,sp|Q13206|DDX10_HUMAN,19,22,21,0.77553,0.73079,0.98144,-0.2701151886894952,0.0913947232322046,0.1609710775230342,reviewed,DDX10_HUMAN,Probable ATP-dependent RNA helicase DDX10 (EC 3.6.4.13) (DEAD box protein 10),DDX10,Homo sapiens (Human),875
Q13263,sp|Q13263|TIF1B_HUMAN,10,14,10,0.63634,0.66304,0.52738,-0.7156753957945045,0.0007063922010509,0.0072807045095723,reviewed,TIF1B_HUMAN,Transcription intermediary factor 1-beta (TIF1-beta) (E3 SUMO-protein ligase TRIM28) (EC 2.3.2.27) (KRAB-associated protein 1) (KAP-1) (KRAB-interacting protein 1) (KRIP-1) (Nuclear corepressor KAP-1) (RING finger protein 96) (RING-type E3 ubiquitin transferase TIF1-beta) (Tripartite motif-containing protein 28),TRIM28 KAP1 RNF96 TIF1B,Homo sapiens (Human),835
Q13356,sp|Q13356|PPIL2_HUMAN,6,7,4,2.093,1.8357,1.7661,0.9246826750006718,0.0008312504035942,0.0077739474364307,reviewed,PPIL2_HUMAN,RING-type E3 ubiquitin-protein ligase PPIL2 (EC 2.3.2.27) (CYC4) (Cyclophilin-60) (Cyclophilin-like protein Cyp-60) (Cyp60) (hCyP-60) (Probable inactive peptidyl-prolyl cis-trans isomerase-like 2) (PPIase) (Rotamase PPIL2),PPIL2,Homo sapiens (Human),520
Q13416,sp|Q13416|ORC2_HUMAN,2,3,3,1.9119,0.81729,0.6296,0.1629790967478058,0.7797518148733581,0.8284083281214556,reviewed,ORC2_HUMAN,Origin recognition complex subunit 2,ORC2 ORC2L,Homo sapiens (Human),577
Q13428,sp|Q13428|TCOF_HUMAN,42,45,39,1.4838,1.5488,1.3006,0.5304703253991904,0.0039291117759502,0.0188264681466775,reviewed,TCOF_HUMAN,Treacle protein (Treacher Collins syndrome protein),TCOF1,Homo sapiens (Human),1488
Q13435,sp|Q13435|SF3B2_HUMAN,15,22,19,1.2521,1.3304,1.1562,0.317574210679133,0.0081123689969884,0.0281138029383244,reviewed,SF3B2_HUMAN,Splicing factor 3B subunit 2 (Pre-mRNA-splicing factor SF3b 145 kDa subunit) (SF3b145) (Spliceosome-associated protein 145) (SAP 145),SF3B2 SAP145,Homo sapiens (Human),895
Q13523,sp|Q13523|PRP4B_HUMAN,9,6,8,0.98339,1.3279,1.4447,0.3242307212243081,0.1429018998026993,0.2222174741662584,reviewed,PRP4K_HUMAN,Serine/threonine-protein kinase PRP4 homolog (EC 2.7.11.1) (PRP4 kinase) (PRP4 pre-mRNA-processing factor 4 homolog),PRP4K KIAA0536 PRP4 PRP4B PRP4H PRPF4K,Homo sapiens (Human),1007
Q13573,sp|Q13573|SNW1_HUMAN,20,21,23,1.6698,1.3637,1.0793,0.4551584164797213,0.0952171791796643,0.1655083952232908,reviewed,SNW1_HUMAN,SNW domain-containing protein 1 (Nuclear protein SkiP) (Nuclear receptor coactivator NCoA-62) (Ski-interacting protein),SNW1 SKIIP SKIP,Homo sapiens (Human),536
Q13601,sp|Q13601|KRR1_HUMAN,5,7,5,1.5635,1.3337,1.7139,0.6201484528056752,0.0082920708604483,0.0282355643658342,reviewed,KRR1_HUMAN,KRR1 small subunit processome component homolog (HIV-1 Rev-binding protein 2) (KRR-R motif-containing protein 1) (Rev-interacting protein 1) (Rip-1),KRR1 HRB2,Homo sapiens (Human),381
Q13620,sp|Q13620|CUL4B_HUMAN,5,4,2,1.0996,0.90822,0.80011,-0.0954555301469322,0.5051985078434325,0.5916257657990108,reviewed,CUL4B_HUMAN,Cullin-4B (CUL-4B),CUL4B KIAA0695,Homo sapiens (Human),913
Q13642,sp|Q13642|FHL1_HUMAN,5,6,2,1.8902,2.062,1.8452,0.9504435291568768,0.0001461808161139,0.0030679440903405,reviewed,FHL1_HUMAN,Four and a half LIM domains protein 1 (FHL-1) (Skeletal muscle LIM-protein 1) (SLIM) (SLIM-1),FHL1 SLIM1,Homo sapiens (Human),323
Q13823,sp|Q13823|NOG2_HUMAN,23,25,26,1.0869,0.9319,1.096,0.0541770306592722,0.5120999528976943,0.596551524077314,reviewed,NOG2_HUMAN,Nucleolar GTP-binding protein 2 (Autoantigen NGP-1),GNL2 NGP1,Homo sapiens (Human),731
Q13895,sp|Q13895|BYST_HUMAN,10,13,12,1.4682,1.3831,1.3945,0.5010739134321816,9.933835975151168e-05,0.0025369488798078,reviewed,BYST_HUMAN,Bystin,BYSL ENP1,Homo sapiens (Human),437
Q14103,sp|Q14103|HNRPD_HUMAN,3,2,2,1.5485,1.2418,1.1268,0.3848234587297546,0.0720632116786213,0.1336591412139791,reviewed,HNRPD_HUMAN,Heterogeneous nuclear ribonucleoprotein D0 (hnRNP D0) (AU-rich element RNA-binding protein 1),HNRNPD AUF1 HNRPD,Homo sapiens (Human),355
Q14137,sp|Q14137|BOP1_HUMAN,4,4,5,0.53556,0.6295,0.86592,-0.5627864679028886,0.0303110639519023,0.0718805230859399,reviewed,BOP1_HUMAN,Ribosome biogenesis protein BOP1 (Block of proliferation 1 protein),BOP1 KIAA0124,Homo sapiens (Human),746
Q14146,sp|Q14146|URB2_HUMAN,10,11,7,0.68292,0.73504,0.96203,-0.3340069889445414,0.0733896056186318,0.1353630503632542,reviewed,URB2_HUMAN,Unhealthy ribosome biogenesis protein 2 homolog,URB2 KIAA0133,Homo sapiens (Human),1524
Q14152,sp|Q14152|EIF3A_HUMAN,6,5,8,0.90703,0.70727,0.74928,-0.3439888043554525,0.0251509847768143,0.0642317457377105,reviewed,EIF3A_HUMAN,Eukaryotic translation initiation factor 3 subunit A (eIF3a) (Eukaryotic translation initiation factor 3 subunit 10) (eIF-3-theta) (eIF3 p167) (eIF3 p180) (eIF3 p185),EIF3A EIF3S10 KIAA0139,Homo sapiens (Human),1382
Q14204,sp|Q14204|DYHC1_HUMAN,22,20,33,1.0651,1.0142,0.86443,-0.0273171477787792,0.7710263488919247,0.8219061600801193,reviewed,DYHC1_HUMAN,"Cytoplasmic dynein 1 heavy chain 1 (Cytoplasmic dynein heavy chain 1) (Dynein heavy chain, cytosolic)",DYNC1H1 DHC1 DNCH1 DNCL DNECL DYHC KIAA0325,Homo sapiens (Human),4646
Q14232,sp|Q14232|EI2BA_HUMAN,4,5,4,0.88553,1.055,0.91791,-0.0697344929791144,0.4150193853412438,0.5047122195358716,reviewed,EI2BA_HUMAN,Translation initiation factor eIF2B subunit alpha (eIF2B GDP-GTP exchange factor subunit alpha),EIF2B1 EIF2BA,Homo sapiens (Human),305
Q14241,sp|Q14241|ELOA1_HUMAN,15,16,15,1.4518,1.2478,1.0692,0.3291427363973156,0.0812646589341322,0.1470292466819176,reviewed,ELOA1_HUMAN,Elongin-A (EloA) (Elongin 110 kDa subunit) (RNA polymerase II transcription factor SIII subunit A1) (SIII p110) (Transcription elongation factor B polypeptide 3),ELOA TCEB3 MSTP059,Homo sapiens (Human),772
Q14320,sp|Q14320|FA50A_HUMAN,7,12,9,2.5903,2.0522,1.4876,1.0309481079954477,0.0305756510738036,0.0719937316064029,reviewed,FA50A_HUMAN,Protein FAM50A (Protein HXC-26) (Protein XAP-5),FAM50A DXS9928E HXC26 XAP5,Homo sapiens (Human),339
Q14498,sp|Q14498|RBM39_HUMAN,7,6,5,1.589,1.2203,1.0328,0.3569325684193453,0.1609043894178536,0.2456103783297812,reviewed,RBM39_HUMAN,RNA-binding protein 39 (CAPER alpha) (CAPERalpha) (Hepatocellular carcinoma protein 1) (RNA-binding motif protein 39) (RNA-binding region-containing protein 2) (Splicing factor HCC1),RBM39 HCC1 RNPC2,Homo sapiens (Human),530
Q14527,sp|Q14527|HLTF_HUMAN,5,7,3,0.92982,0.92127,0.81323,-0.1711951320177496,0.0406477712077653,0.0887832897432769,reviewed,HLTF_HUMAN,Helicase-like transcription factor (EC 2.3.2.27) (EC 3.6.4.-) (DNA-binding protein/plasminogen activator inhibitor 1 regulator) (HIP116) (RING finger protein 80) (RING-type E3 ubiquitin transferase HLTF) (SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 3) (Sucrose nonfermenting protein 2-like 3),HLTF HIP116A RNF80 SMARCA3 SNF2L3 ZBU1,Homo sapiens (Human),1009
Q14566,sp|Q14566|MCM6_HUMAN,5,10,11,0.74451,0.8323,0.77683,-0.3500688302737369,0.0010968434065446,0.0084686514179724,reviewed,MCM6_HUMAN,DNA replication licensing factor MCM6 (EC 3.6.4.12) (p105MCM),MCM6,Homo sapiens (Human),821
Q14669,sp|Q14669|TRIPC_HUMAN,31,35,34,1.2212,1.2694,1.1352,0.2733368471502219,0.0060267795849962,0.024550845736722,reviewed,TRIPC_HUMAN,E3 ubiquitin-protein ligase TRIP12 (EC 2.3.2.26) (E3 ubiquitin-protein ligase for Arf) (ULF) (HECT-type E3 ubiquitin transferase TRIP12) (Thyroid receptor-interacting protein 12) (TR-interacting protein 12) (TRIP-12),TRIP12 KIAA0045 ULF,Homo sapiens (Human),1992
Q14683,sp|Q14683|SMC1A_HUMAN,5,3,4,0.93943,0.79985,0.90263,-0.1833811805275132,0.046029535225749,0.0976473207344964,reviewed,SMC1A_HUMAN,Structural maintenance of chromosomes protein 1A (SMC protein 1A) (SMC-1-alpha) (SMC-1A) (Sb1.8),SMC1A DXS423E KIAA0178 SB1.8 SMC1 SMC1L1,Homo sapiens (Human),1233
Q14684,sp|Q14684|RRP1B_HUMAN,33,37,37,2.0185,1.8094,1.6744,0.8750723006401862,0.001133419970653,0.0086479183943455,reviewed,RRP1B_HUMAN,Ribosomal RNA processing protein 1 homolog B (RRP1-like protein B),RRP1B KIAA0179,Homo sapiens (Human),758
Q14690,sp|Q14690|RRP5_HUMAN,36,34,34,0.77549,0.81454,0.88809,-0.2757164507675844,0.0062121393320102,0.0248414934246092,reviewed,RRP5_HUMAN,Protein RRP5 homolog (NF-kappa-B-binding protein) (NFBP) (Programmed cell death protein 11),PDCD11 KIAA0185,Homo sapiens (Human),1871
Q14692,sp|Q14692|BMS1_HUMAN,38,39,40,0.98164,0.96898,0.72426,-0.1654883296889284,0.2653827867130658,0.3610946114292535,reviewed,BMS1_HUMAN,Ribosome biogenesis protein BMS1 homolog (Ribosome assembly protein BMS1 homolog),BMS1 BMS1L KIAA0187,Homo sapiens (Human),1282
Q14739,sp|Q14739|LBR_HUMAN,8,6,9,0.77559,0.81843,0.93526,-0.2462357435732902,0.0302583064581348,0.0718805230859399,reviewed,LBR_HUMAN,Delta(14)-sterol reductase LBR (Delta-14-SR) (EC 1.3.1.70) (3-beta-hydroxysterol Delta (14)-reductase) (C-14 sterol reductase) (C14SR) (Integral nuclear envelope inner membrane protein) (LMN2R) (Lamin-B receptor) (Sterol C14-reductase),LBR,Homo sapiens (Human),615
Q14781,sp|Q14781|CBX2_HUMAN,4,5,6,1.3445,1.0994,1.2715,0.3085550389663032,0.0304402851668628,0.071930068864046,reviewed,CBX2_HUMAN,Chromobox protein homolog 2,CBX2,Homo sapiens (Human),532
Q14839,sp|Q14839|CHD4_HUMAN,25,29,27,0.84467,0.84311,0.93516,-0.193777694525998,0.0144843943884704,0.0427450572175305,reviewed,CHD4_HUMAN,Chromodomain-helicase-DNA-binding protein 4 (CHD-4) (EC 3.6.4.12) (ATP-dependent helicase CHD4) (Mi-2 autoantigen 218 kDa protein) (Mi2-beta),CHD4,Homo sapiens (Human),1912
Q14966,sp|Q14966|ZN638_HUMAN,8,11,11,0.88536,0.79778,0.92766,-0.2004705563065722,0.0274752697536352,0.0678199967152929,reviewed,ZN638_HUMAN,Zinc finger protein 638 (Cutaneous T-cell lymphoma-associated antigen se33-1) (CTCL-associated antigen se33-1) (Nuclear protein 220) (Zinc finger matrin-like protein),ZNF638 NP220 ZFML,Homo sapiens (Human),1978
Q14974,sp|Q14974|IMB1_HUMAN,3,2,4,0.62556,0.96981,1.0973,-0.1559250694466857,0.5074278360742168,0.5931902872416901,reviewed,IMB1_HUMAN,Importin subunit beta-1 (Importin-90) (Karyopherin subunit beta-1) (Nuclear factor p97) (Pore targeting complex 97 kDa subunit) (PTAC97),KPNB1 NTF97,Homo sapiens (Human),876
Q14978,sp|Q14978|NOLC1_HUMAN,12,11,14,1.3857,1.173,1.1727,0.3147545222811215,0.0263848682439902,0.0654268165828647,reviewed,NOLC1_HUMAN,Nucleolar and coiled-body phosphoprotein 1 (140 kDa nucleolar phosphoprotein) (Nopp140) (Hepatitis C virus NS5A-transactivated protein 13) (HCV NS5A-transactivated protein 13) (Nucleolar 130 kDa protein) (Nucleolar phosphoprotein p130),NOLC1 KIAA0035 NS5ATP13,Homo sapiens (Human),699
Q14980,sp|Q14980|NUMA1_HUMAN,7,10,9,0.76682,0.66882,0.98021,-0.312431620136914,0.1015457748333453,0.1725048738963526,reviewed,NUMA1_HUMAN,Nuclear mitotic apparatus protein 1 (Nuclear matrix protein-22) (NMP-22) (Nuclear mitotic apparatus protein) (NuMA protein) (SP-H antigen),NUMA1 NMP22 NUMA,Homo sapiens (Human),2115
Q15008,sp|Q15008|PSMD6_HUMAN,2,2,4,1.1738,1.1095,0.93052,0.0993266279248745,0.3829007049132058,0.4870614330696717,reviewed,PSMD6_HUMAN,26S proteasome non-ATPase regulatory subunit 6 (26S proteasome regulatory subunit RPN7) (26S proteasome regulatory subunit S10) (Breast cancer-associated protein SGA-113M) (Phosphonoformate immuno-associated protein 4) (Proteasome regulatory particle subunit p44S10) (p42A),PSMD6 KIAA0107 PFAAP4,Homo sapiens (Human),389
Q15020,sp|Q15020|SART3_HUMAN,6,7,11,0.93031,1.0654,0.79834,-0.1026046624696252,0.4235398892630002,0.513194318377066,reviewed,SART3_HUMAN,Squamous cell carcinoma antigen recognized by T-cells 3 (SART-3) (Tat-interacting protein of 110 kDa) (Tip110) (p110 nuclear RNA-binding protein),SART3 KIAA0156 TIP110,Homo sapiens (Human),963
Q15021,sp|Q15021|CND1_HUMAN,12,9,10,0.94234,1.1302,0.89158,-0.0173586455536308,0.8770974831971938,0.9157118378033596,reviewed,CND1_HUMAN,Condensin complex subunit 1 (Chromosome condensation-related SMC-associated protein 1) (Chromosome-associated protein D2) (hCAP-D2) (Non-SMC condensin I complex subunit D2) (XCAP-D2 homolog),NCAPD2 CAPD2 CNAP1 KIAA0159,Homo sapiens (Human),1401
Q15050,sp|Q15050|RRS1_HUMAN,3,3,5,0.95074,0.79842,1.7211,0.210081256220296,0.6122762481027855,0.6914139944562067,reviewed,RRS1_HUMAN,Ribosome biogenesis regulatory protein homolog,RRS1 KIAA0112 RRR,Homo sapiens (Human),365
Q15061,sp|Q15061|WDR43_HUMAN,4,3,5,0.55471,0.79043,0.94404,-0.3901315931366559,0.1045066441363354,0.1756769916620929,reviewed,WDR43_HUMAN,WD repeat-containing protein 43 (U3 small nucleolar RNA-associated protein 5 homolog),WDR43 KIAA0007 UTP5,Homo sapiens (Human),677
Q15233,sp|Q15233|NONO_HUMAN,17,18,18,1.2733,1.1335,0.99378,0.1808183314538383,0.1733073446699307,0.25976541052107,reviewed,NONO_HUMAN,"Non-POU domain-containing octamer-binding protein (NonO protein) (54 kDa nuclear RNA- and DNA-binding protein) (p54(nrb)) (p54nrb) (55 kDa nuclear protein) (NMT55) (DNA-binding p52/p100 complex, 52 kDa subunit)",NONO NRB54,Homo sapiens (Human),471
Q15269,sp|Q15269|PWP2_HUMAN,4,6,7,0.85994,0.76264,0.91582,-0.2410430743529677,0.0263422304496099,0.0654268165828647,reviewed,PWP2_HUMAN,Periodic tryptophan protein 2 homolog,PWP2 PWP2H,Homo sapiens (Human),919
Q15361,sp|Q15361|TTF1_HUMAN,6,5,5,0.88585,1.3585,1.2383,0.2152229912570533,0.3200118351072439,0.423282586675717,reviewed,TTF1_HUMAN,Transcription termination factor 1 (TTF-1) (RNA polymerase I termination factor) (Transcription termination factor I) (TTF-I),TTF1,Homo sapiens (Human),905
Q15365,sp|Q15365|PCBP1_HUMAN,6,7,7,1.6747,1.4554,0.68117,0.3453093152124863,0.4202513882213717,0.5101406248244805,reviewed,PCBP1_HUMAN,Poly(rC)-binding protein 1 (Alpha-CP1) (Heterogeneous nuclear ribonucleoprotein E1) (hnRNP E1) (Nucleic acid-binding protein SUB2.3),PCBP1,Homo sapiens (Human),356
Q15366,sp|Q15366|PCBP2_HUMAN,6,6,4,1.5233,1.3247,0.79976,0.2820483115117586,0.3737290162160828,0.4790657659603841,reviewed,PCBP2_HUMAN,Poly(rC)-binding protein 2 (Alpha-CP2) (Heterogeneous nuclear ribonucleoprotein E2) (hnRNP E2),PCBP2,Homo sapiens (Human),365
Q15393,sp|Q15393|SF3B3_HUMAN,13,7,10,0.79882,0.69945,0.44361,-0.627508449682869,0.0290089727694417,0.0697897026047438,reviewed,SF3B3_HUMAN,Splicing factor 3B subunit 3 (Pre-mRNA-splicing factor SF3b 130 kDa subunit) (SF3b130) (STAF130) (Spliceosome-associated protein 130) (SAP 130),SF3B3 KIAA0017 SAP130,Homo sapiens (Human),1217
